Valor nulo: -9999.9															
Fecha (GMT)	Altura Signif. del Oleaje(m)	Altura signif. de cruce por cero(m)	Periodo Medio(s)	Periodo Medio Tm02(s)	Periodo de Pico(s)	Altura Máxima del Oleaje(m)	Periodo de la Ola Maxima(s)	Canal de obtencion de los datos	Direcc. Media de Proced.(0=N,90=E)	Direccion Media en el Pico Espectral(0=N,90=E)	Dispersión angular en toda la banda resuelta(grados)	Dispersión angular en el pico de energía espectral(grados)	Canal de obtencion de los datos	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2023 01 17 23	0.98	0.93	4.8	4.8	9.1	1.35	-9999.9	3	178	-9999.9	28	-9999.9	3	14.7	3
2023 01 18 00	0.99	0.91	5.0	4.8	10.5	1.45	-9999.9	3	183	-9999.9	24	-9999.9	3	14.7	3
2023 01 18 01	0.83	0.78	5.2	5.4	7.4	1.46	-9999.9	3	179	-9999.9	25	-9999.9	3	14.6	3
2023 01 18 02	0.84	0.78	5.2	4.9	8.7	1.27	-9999.9	3	179	-9999.9	29	-9999.9	3	14.6	3
2023 01 18 03	0.96	0.92	4.8	4.4	8.0	1.44	-9999.9	3	185	-9999.9	28	-9999.9	3	14.7	3
2023 01 18 04	0.87	0.78	4.4	4.0	8.7	1.4	-9999.9	3	187	-9999.9	30	-9999.9	3	14.7	3
2023 01 18 05	0.93	0.87	4.4	4.1	9.1	1.42	-9999.9	3	189	-9999.9	28	-9999.9	3	14.7	3
2023 01 18 06	0.84	0.79	4.6	4.3	7.7	1.4	-9999.9	3	187	-9999.9	30	-9999.9	3	14.6	3
2023 01 18 07	0.88	0.82	4.8	4.6	7.7	1.65	-9999.9	3	187	-9999.9	24	-9999.9	3	14.6	3
2023 01 18 08	0.84	0.8	5.1	4.9	6.9	1.18	-9999.9	3	187	-9999.9	25	-9999.9	3	14.6	3
2023 01 18 09	0.72	0.68	5.1	4.7	7.4	1.22	-9999.9	3	184	-9999.9	29	-9999.9	3	14.6	3
2023 01 18 10	0.64	0.58	3.8	3.4	10.5	0.97	-9999.9	3	192	-9999.9	38	-9999.9	3	14.8	3
2023 01 18 11	0.65	0.59	3.7	3.3	5.6	0.97	-9999.9	3	195	-9999.9	36	-9999.9	3	14.8	3
2023 01 18 12	0.6	0.54	4.2	3.6	9.5	1.08	-9999.9	3	182	-9999.9	37	-9999.9	3	14.7	3
2023 01 18 13	0.6	0.54	4.0	3.5	8.3	1.01	-9999.9	3	187	-9999.9	37	-9999.9	3	14.7	3
2023 01 18 14	0.56	0.52	5.3	4.3	10.0	0.93	-9999.9	3	177	-9999.9	35	-9999.9	3	14.7	3
2023 01 18 15	0.48	0.44	5.4	4.3	9.1	0.71	-9999.9	3	173	-9999.9	36	-9999.9	3	14.7	3
2023 01 18 16	0.52	0.44	3.4	3.1	9.1	0.87	-9999.9	3	187	-9999.9	42	-9999.9	3	14.7	3
2023 01 18 17	0.55	0.49	3.6	3.3	9.5	1.06	-9999.9	3	185	-9999.9	42	-9999.9	3	14.6	3
2023 01 18 18	0.57	0.5	3.2	3.2	25.0	0.94	-9999.9	3	217	-9999.9	44	-9999.9	3	14.6	3
2023 01 18 19	0.48	0.44	5.3	4.7	9.1	0.73	-9999.9	3	170	-9999.9	35	-9999.9	3	14.6	3
2023 01 18 20	0.51	0.46	3.4	3.2	8.3	0.83	-9999.9	3	188	-9999.9	43	-9999.9	3	14.6	3
2023 01 18 21	0.59	0.54	2.9	2.9	25.0	0.91	-9999.9	3	264	-9999.9	43	-9999.9	3	14.6	3
2023 01 18 22	0.7	0.61	2.8	2.7	25.0	1.04	-9999.9	3	283	-9999.9	39	-9999.9	3	14.5	3
2023 01 18 23	0.61	0.53	2.9	2.8	22.2	0.78	-9999.9	3	252	-9999.9	43	-9999.9	3	14.5	3
2023 01 19 00	0.53	0.49	2.7	2.6	25.0	0.82	-9999.9	3	246	-9999.9	41	-9999.9	3	14.5	3
2023 01 19 01	0.55	0.49	2.7	2.8	25.0	0.76	-9999.9	3	289	-9999.9	44	-9999.9	3	14.5	3
2023 01 19 02	0.37	0.33	3.4	3.0	10.5	0.66	-9999.9	3	162	-9999.9	51	-9999.9	3	14.5	3
2023 01 19 03	0.44	0.39	2.6	2.4	1.9	0.62	-9999.9	3	245	-9999.9	44	-9999.9	3	14.5	3
2023 01 19 04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	14.5	3
2023 01 19 05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	14.5	3
2023 01 19 06	0.35	0.32	4.3	3.4	10.0	0.54	-9999.9	3	164	-9999.9	45	-9999.9	3	14.5	3
2023 01 19 07	0.38	0.36	3.5	3.1	9.1	0.69	-9999.9	3	170	-9999.9	48	-9999.9	3	14.5	3
2023 01 19 08	0.4	0.36	4.2	3.1	8.3	0.69	-9999.9	3	165	-9999.9	39	-9999.9	3	14.5	3
2023 01 19 09	0.37	0.34	4.4	3.3	10.0	0.67	-9999.9	3	156	-9999.9	41	-9999.9	3	14.5	3
2023 01 19 10	0.36	0.33	4.5	3.3	8.7	0.64	-9999.9	3	145	-9999.9	40	-9999.9	3	14.5	3
2023 01 19 11	0.38	0.34	3.5	2.9	9.5	0.75	-9999.9	3	159	-9999.9	49	-9999.9	3	14.5	3
2023 01 19 12	0.44	0.39	3.3	2.8	25.0	0.81	-9999.9	3	174	-9999.9	47	-9999.9	3	14.5	3
2023 01 19 13	0.44	0.38	3.2	2.7	9.5	0.72	-9999.9	3	192	-9999.9	43	-9999.9	3	14.5	3
2023 01 19 14	0.43	0.4	3.9	3.4	9.5	0.77	-9999.9	3	172	-9999.9	42	-9999.9	3	14.6	3
2023 01 19 15	0.49	0.45	3.7	3.4	8.7	0.89	-9999.9	3	179	-9999.9	38	-9999.9	3	14.6	3
2023 01 19 16	0.46	0.43	4.1	4.0	9.1	0.73	-9999.9	3	169	-9999.9	38	-9999.9	3	14.6	3
2023 01 19 17	0.53	0.47	3.7	3.5	8.7	0.83	-9999.9	3	173	-9999.9	39	-9999.9	3	14.6	3
2023 01 19 18	0.6	0.56	3.6	3.3	9.5	0.88	-9999.9	3	189	-9999.9	40	-9999.9	3	14.6	3
2023 01 19 19	0.55	0.51	3.8	3.7	8.7	0.78	-9999.9	3	180	-9999.9	39	-9999.9	3	14.6	3
2023 01 19 20	0.63	0.58	4.0	3.7	9.1	0.95	-9999.9	3	177	-9999.9	37	-9999.9	3	14.6	3
2023 01 19 21	1.13	1.11	4.5	4.5	5.9	1.68	-9999.9	3	184	-9999.9	31	-9999.9	3	14.5	3
2023 01 19 22	1.19	1.13	4.3	4.3	5.9	2.02	-9999.9	3	190	-9999.9	35	-9999.9	3	14.5	3
2023 01 19 23	1.19	1.14	4.3	4.2	5.6	1.84	-9999.9	3	190	-9999.9	33	-9999.9	3	14.4	3
2023 01 20 00	1.07	1.06	4.2	4.1	6.5	1.66	-9999.9	3	192	-9999.9	31	-9999.9	3	14.4	3
2023 01 20 01	1.06	1.03	4.2	4.1	6.7	1.72	-9999.9	3	197	-9999.9	28	-9999.9	3	14.4	3
2023 01 20 02	0.88	0.85	4.5	4.2	6.7	1.37	-9999.9	3	193	-9999.9	28	-9999.9	3	14.4	3
2023 01 20 03	0.86	0.83	4.9	4.6	7.7	1.39	-9999.9	3	187	-9999.9	30	-9999.9	3	14.4	3
2023 01 20 04	0.86	0.83	4.7	4.7	6.9	1.41	-9999.9	3	191	-9999.9	31	-9999.9	3	14.5	3
2023 01 20 05	0.7	0.67	5.3	4.4	7.4	1.26	-9999.9	3	185	-9999.9	33	-9999.9	3	14.4	3
2023 01 20 06	0.57	0.55	5.4	4.4	6.5	1.05	-9999.9	3	183	-9999.9	35	-9999.9	3	14.4	3
2023 01 20 07	0.53	0.52	4.5	3.9	7.4	0.89	-9999.9	3	177	-9999.9	39	-9999.9	3	14.4	3
2023 01 20 08	0.49	0.46	5.3	3.9	8.0	0.87	-9999.9	3	175	-9999.9	41	-9999.9	3	14.4	3
2023 01 20 09	0.49	0.46	4.7	3.7	6.7	0.8	-9999.9	3	167	-9999.9	40	-9999.9	3	14.4	3
2023 01 20 10	0.53	0.47	4.3	3.6	8.7	1.12	-9999.9	3	160	-9999.9	39	-9999.9	3	14.3	3
2023 01 20 11	0.49	0.46	4.4	3.5	8.0	0.8	-9999.9	3	149	-9999.9	47	-9999.9	3	14.4	3
2023 01 20 12	0.6	0.56	5.2	4.0	9.5	1.01	-9999.9	3	142	-9999.9	38	-9999.9	3	14.5	3
2023 01 20 13	0.65	0.6	4.9	4.1	9.1	1.2	-9999.9	3	124	-9999.9	40	-9999.9	3	14.5	3
2023 01 20 14	0.67	0.65	5.5	4.6	8.0	1.14	-9999.9	3	129	-9999.9	37	-9999.9	3	14.6	3
2023 01 20 15	0.62	0.6	5.5	4.5	8.3	0.92	-9999.9	3	121	-9999.9	38	-9999.9	3	14.6	3
2023 01 20 16	0.71	0.67	5.6	4.7	9.1	1.44	-9999.9	3	133	-9999.9	38	-9999.9	3	14.6	3
2023 01 20 17	0.73	0.7	6.3	5.4	9.5	1.31	-9999.9	3	128	-9999.9	34	-9999.9	3	14.6	3
2023 01 20 18	0.71	0.67	6.2	5.3	8.7	1.24	-9999.9	3	137	-9999.9	34	-9999.9	3	14.6	3
2023 01 20 19	0.66	0.64	6.0	5.0	9.1	1.23	-9999.9	3	136	-9999.9	37	-9999.9	3	14.6	3
2023 01 20 20	0.66	0.62	6.4	5.2	10.5	1.13	-9999.9	3	137	-9999.9	35	-9999.9	3	14.6	3
2023 01 20 21	0.63	0.62	6.5	6.2	9.5	1.11	-9999.9	3	134	-9999.9	30	-9999.9	3	14.5	3
2023 01 20 22	0.73	0.73	6.8	6.6	7.4	1.11	-9999.9	3	134	-9999.9	28	-9999.9	3	14.5	3
2023 01 20 23	0.65	0.63	6.8	6.3	10.0	1.18	-9999.9	3	130	-9999.9	30	-9999.9	3	14.4	3
2023 01 21 00	0.69	0.66	6.8	6.7	9.1	1.1	-9999.9	3	131	-9999.9	26	-9999.9	3	14.4	3
2023 01 21 01	0.6	0.59	6.4	6.1	8.0	0.97	-9999.9	3	130	-9999.9	30	-9999.9	3	14.4	3
2023 01 21 02	0.56	0.55	6.3	6.2	8.3	0.85	-9999.9	3	131	-9999.9	30	-9999.9	3	14.4	3
2023 01 21 03	0.53	0.52	6.2	6.1	9.1	1.06	-9999.9	3	134	-9999.9	33	-9999.9	3	14.4	3
2023 01 21 04	0.53	0.51	6.4	6.3	10.0	0.83	-9999.9	3	132	-9999.9	32	-9999.9	3	14.4	3
2023 01 21 05	0.52	0.49	5.8	5.7	9.5	0.76	-9999.9	3	131	-9999.9	33	-9999.9	3	14.4	3
2023 01 21 06	0.56	0.55	6.1	5.1	8.3	1.07	-9999.9	3	132	-9999.9	32	-9999.9	3	14.4	3
2023 01 21 07	0.5	0.48	5.2	4.5	9.1	0.76	-9999.9	3	118	-9999.9	37	-9999.9	3	14.4	3
2023 01 21 08	0.57	0.54	5.0	4.3	7.7	1.06	-9999.9	3	112	-9999.9	36	-9999.9	3	14.4	3
2023 01 21 09	0.62	0.6	5.8	5.8	8.3	1.04	-9999.9	3	114	-9999.9	31	-9999.9	3	14.4	3
2023 01 21 10	0.71	0.69	5.6	5.6	7.1	1.26	-9999.9	3	108	-9999.9	27	-9999.9	3	14.4	3
2023 01 21 11	0.61	0.59	5.4	5.2	8.7	1.01	-9999.9	3	115	-9999.9	30	-9999.9	3	14.5	3
2023 01 21 12	0.54	0.51	4.7	4.3	8.3	0.87	-9999.9	3	120	-9999.9	33	-9999.9	3	14.5	3
2023 01 21 13	0.53	0.5	4.6	3.8	10.0	0.95	-9999.9	3	121	-9999.9	39	-9999.9	3	14.5	3
2023 01 21 14	0.53	0.48	4.3	3.5	10.0	1.05	-9999.9	3	131	-9999.9	38	-9999.9	3	14.5	3
2023 01 21 15	0.46	0.41	4.5	3.5	9.1	0.69	-9999.9	3	137	-9999.9	43	-9999.9	3	14.4	3
2023 01 21 16	0.45	0.41	5.7	4.3	10.0	0.77	-9999.9	3	135	-9999.9	37	-9999.9	3	14.4	3
2023 01 21 17	0.45	0.43	6.1	4.7	9.5	0.65	-9999.9	3	135	-9999.9	31	-9999.9	3	14.4	3
2023 01 21 18	0.41	0.37	5.3	4.3	9.5	0.68	-9999.9	3	135	-9999.9	39	-9999.9	3	14.3	3
2023 01 21 19	0.42	0.4	5.6	4.2	9.5	0.81	-9999.9	3	132	-9999.9	38	-9999.9	3	14.3	3
2023 01 21 20	0.46	0.42	5.7	4.6	11.1	0.84	-9999.9	3	138	-9999.9	36	-9999.9	3	14.3	3
2023 01 21 21	0.4	0.37	5.5	4.8	10.0	0.65	-9999.9	3	136	-9999.9	35	-9999.9	3	14.3	3
2023 01 21 22	0.41	0.39	6.1	5.7	10.0	0.58	-9999.9	3	125	-9999.9	30	-9999.9	3	14.3	3
2023 01 21 23	0.36	0.33	6.1	4.0	10.0	0.55	-9999.9	3	123	-9999.9	35	-9999.9	3	14.2	3
2023 01 22 00	0.41	0.38	6.5	4.6	10.0	0.62	-9999.9	3	119	-9999.9	29	-9999.9	3	14.2	3
2023 01 22 01	0.4	0.39	6.2	4.8	9.5	0.61	-9999.9	3	118	-9999.9	30	-9999.9	3	14.2	3
2023 01 22 02	0.44	0.42	5.8	4.9	10.0	0.71	-9999.9	3	117	-9999.9	30	-9999.9	3	14.2	3
2023 01 22 03	0.49	0.46	6.0	5.4	8.7	0.78	-9999.9	3	113	-9999.9	29	-9999.9	3	14.2	3
2023 01 22 04	0.71	0.7	5.9	5.0	8.7	1.16	-9999.9	3	104	-9999.9	27	-9999.9	3	14.2	3
2023 01 22 05	0.71	0.69	6.1	5.2	8.7	0.97	-9999.9	3	106	-9999.9	25	-9999.9	3	14.2	3
2023 01 22 06	0.63	0.6	5.7	4.9	7.7	1.02	-9999.9	3	110	-9999.9	29	-9999.9	3	14.2	3
2023 01 22 07	0.67	0.62	4.9	4.3	9.5	1.1	-9999.9	3	116	-9999.9	32	-9999.9	3	14.2	3
2023 01 22 08	0.66	0.61	5.0	4.2	10.0	1.01	-9999.9	3	119	-9999.9	30	-9999.9	3	14.1	3
2023 01 22 09	0.63	0.6	4.7	3.9	8.3	0.94	-9999.9	3	120	-9999.9	36	-9999.9	3	14.2	3
2023 01 22 10	0.59	0.57	5.2	4.4	8.0	1.0	-9999.9	3	121	-9999.9	38	-9999.9	3	14.1	3
2023 01 22 11	0.58	0.52	4.5	3.6	7.7	0.97	-9999.9	3	118	-9999.9	37	-9999.9	3	14.1	3
2023 01 22 12	0.61	0.55	3.8	3.5	11.1	1.01	-9999.9	3	128	-9999.9	41	-9999.9	3	14.1	3
2023 01 22 13	0.64	0.56	4.3	3.6	10.0	1.29	-9999.9	3	127	-9999.9	37	-9999.9	3	14.1	3
2023 01 22 14	0.54	0.5	4.0	3.6	9.5	0.92	-9999.9	3	135	-9999.9	43	-9999.9	3	14.1	3
2023 01 22 15	0.56	0.5	4.2	3.6	10.5	0.94	-9999.9	3	135	-9999.9	37	-9999.9	3	14.2	3
2023 01 22 16	0.57	0.53	5.6	4.7	10.0	0.91	-9999.9	3	128	-9999.9	31	-9999.9	3	14.2	3
2023 01 22 17	0.54	0.51	5.9	4.8	9.5	1.04	-9999.9	3	126	-9999.9	31	-9999.9	3	14.2	3
2023 01 22 18	0.59	0.57	5.9	4.9	10.5	0.95	-9999.9	3	128	-9999.9	32	-9999.9	3	14.2	3
2023 01 22 19	0.52	0.5	5.4	4.6	9.5	0.84	-9999.9	3	133	-9999.9	35	-9999.9	3	14.1	3
2023 01 22 20	0.54	0.49	5.8	4.6	10.5	0.97	-9999.9	3	128	-9999.9	34	-9999.9	3	14.1	3
2023 01 22 21	0.51	0.49	6.1	5.1	10.0	0.95	-9999.9	3	124	-9999.9	31	-9999.9	3	14.1	3
2023 01 22 22	0.54	0.53	6.4	6.2	10.5	0.77	-9999.9	3	128	-9999.9	28	-9999.9	3	14.1	3
2023 01 22 23	0.53	0.51	5.6	5.7	9.1	0.8	-9999.9	3	121	-9999.9	30	-9999.9	3	14.0	3
2023 01 23 00	0.56	0.54	6.2	6.0	9.1	0.96	-9999.9	3	116	-9999.9	27	-9999.9	3	14.0	3
2023 01 23 01	0.58	0.53	4.9	4.3	10.0	0.8	-9999.9	3	117	-9999.9	29	-9999.9	3	14.0	3
2023 01 23 02	0.66	0.62	4.9	4.3	7.4	1.03	-9999.9	3	116	-9999.9	30	-9999.9	3	14.0	3
2023 01 23 03	0.84	0.81	5.1	5.2	10.0	1.17	-9999.9	3	115	-9999.9	25	-9999.9	3	14.0	3
2023 01 23 04	0.95	0.9	5.5	5.4	11.1	1.34	-9999.9	3	120	-9999.9	24	-9999.9	3	14.0	3
2023 01 23 05	0.87	0.83	5.4	5.2	11.8	1.31	-9999.9	3	124	-9999.9	26	-9999.9	3	14.0	3
2023 01 23 06	0.79	0.76	5.6	5.4	9.5	1.25	-9999.9	3	121	-9999.9	25	-9999.9	3	14.0	3
2023 01 23 07	0.79	0.73	6.0	5.6	9.5	1.33	-9999.9	3	122	-9999.9	24	-9999.9	3	14.0	3
2023 01 23 08	0.69	0.65	5.8	5.2	8.7	1.0	-9999.9	3	127	-9999.9	32	-9999.9	3	14.0	3
2023 01 23 09	0.68	0.66	5.7	5.3	10.5	1.15	-9999.9	3	125	-9999.9	31	-9999.9	3	14.0	3
2023 01 23 10	0.62	0.58	5.3	4.6	10.0	1.0	-9999.9	3	130	-9999.9	34	-9999.9	3	14.0	3
2023 01 23 11	0.63	0.6	5.2	4.4	10.5	1.09	-9999.9	3	131	-9999.9	34	-9999.9	3	14.0	3
2023 01 23 12	0.61	0.59	5.9	4.6	9.1	0.96	-9999.9	3	134	-9999.9	31	-9999.9	3	14.0	3
2023 01 23 13	0.59	0.58	5.7	4.9	9.5	0.91	-9999.9	3	130	-9999.9	35	-9999.9	3	14.0	3
2023 01 23 14	0.55	0.51	5.7	4.1	10.0	0.95	-9999.9	3	130	-9999.9	33	-9999.9	3	14.0	3
2023 01 23 15	0.58	0.56	6.4	5.4	9.1	0.9	-9999.9	3	127	-9999.9	30	-9999.9	3	14.0	3
2023 01 23 16	0.63	0.61	6.3	5.1	9.5	0.91	-9999.9	3	127	-9999.9	29	-9999.9	3	14.0	3
2023 01 23 17	0.61	0.61	6.3	5.8	8.3	0.97	-9999.9	3	132	-9999.9	27	-9999.9	3	13.9	3
2023 01 23 18	0.64	0.63	6.6	6.0	9.5	1.02	-9999.9	3	130	-9999.9	26	-9999.9	3	13.9	3
2023 01 23 19	0.63	0.63	6.7	7.1	10.0	0.97	-9999.9	3	128	-9999.9	26	-9999.9	3	13.9	3
2023 01 23 20	0.62	0.6	6.9	6.6	10.5	0.95	-9999.9	3	125	-9999.9	25	-9999.9	3	13.9	3
2023 01 23 21	0.56	0.55	6.5	6.0	10.5	0.91	-9999.9	3	126	-9999.9	29	-9999.9	3	13.9	3
2023 01 23 22	0.55	0.51	6.4	5.7	10.0	0.92	-9999.9	3	127	-9999.9	28	-9999.9	3	13.9	3
2023 01 23 23	0.58	0.54	5.8	4.8	10.0	0.99	-9999.9	3	126	-9999.9	31	-9999.9	3	13.9	3
2023 01 24 00	0.51	0.47	5.8	4.3	10.0	0.9	-9999.9	3	128	-9999.9	32	-9999.9	3	13.9	3
2023 01 24 01	0.55	0.52	5.8	5.2	10.0	0.99	-9999.9	3	128	-9999.9	29	-9999.9	3	13.9	3
2023 01 24 02	0.46	0.44	5.3	4.4	8.7	0.69	-9999.9	3	134	-9999.9	35	-9999.9	3	13.9	3
2023 01 24 03	0.42	0.4	4.9	4.1	7.7	0.65	-9999.9	3	131	-9999.9	36	-9999.9	3	13.9	3
2023 01 24 04	0.43	0.39	4.5	3.6	8.7	0.67	-9999.9	3	116	-9999.9	38	-9999.9	3	13.9	3
2023 01 24 05	0.48	0.46	5.4	4.1	6.5	0.86	-9999.9	3	122	-9999.9	32	-9999.9	3	13.9	3
2023 01 24 06	0.41	0.4	5.1	4.7	8.7	0.65	-9999.9	3	120	-9999.9	33	-9999.9	3	13.9	3
2023 01 24 07	0.43	0.42	5.1	4.7	7.7	0.8	-9999.9	3	118	-9999.9	32	-9999.9	3	14.0	3
2023 01 24 08	0.44	0.43	5.1	5.0	8.7	0.68	-9999.9	3	118	-9999.9	31	-9999.9	3	14.0	3
2023 01 24 09	0.48	0.46	5.4	5.3	9.1	0.88	-9999.9	3	115	-9999.9	28	-9999.9	3	13.9	3
2023 01 24 10	0.51	0.5	5.2	4.5	6.1	0.79	-9999.9	3	115	-9999.9	30	-9999.9	3	14.0	3
2023 01 24 11	0.56	0.55	5.2	5.4	6.7	0.9	-9999.9	3	113	-9999.9	24	-9999.9	3	14.0	3
2023 01 24 12	0.54	0.52	5.3	5.0	9.5	0.89	-9999.9	3	115	-9999.9	25	-9999.9	3	14.0	3
2023 01 24 13	0.58	0.56	4.6	4.2	7.7	0.92	-9999.9	3	115	-9999.9	29	-9999.9	3	14.0	3
2023 01 24 14	0.59	0.56	3.9	3.6	8.0	0.83	-9999.9	3	111	-9999.9	30	-9999.9	3	14.1	3
2023 01 24 15	0.55	0.53	4.4	3.9	7.7	0.85	-9999.9	3	116	-9999.9	28	-9999.9	3	14.1	3
2023 01 24 16	0.49	0.45	3.7	3.4	8.0	1.03	-9999.9	3	106	-9999.9	32	-9999.9	3	14.1	3
2023 01 24 17	0.48	0.44	4.3	3.6	8.0	0.71	-9999.9	3	112	-9999.9	31	-9999.9	3	14.1	3
2023 01 24 18	0.5	0.48	4.7	4.1	7.1	0.93	-9999.9	3	111	-9999.9	25	-9999.9	3	14.0	3
2023 01 24 19	0.49	0.46	4.7	4.2	8.7	0.89	-9999.9	3	114	-9999.9	27	-9999.9	3	14.0	3
2023 01 24 20	0.5	0.48	4.8	4.7	7.1	0.76	-9999.9	3	115	-9999.9	26	-9999.9	3	14.1	3
2023 01 24 21	0.5	0.48	5.1	5.0	7.7	1.03	-9999.9	3	114	-9999.9	26	-9999.9	3	14.1	3
2023 01 24 22	0.57	0.55	4.6	4.5	8.0	0.93	-9999.9	3	107	-9999.9	26	-9999.9	3	14.1	3
2023 01 24 23	0.63	0.61	5.2	4.9	8.0	0.92	-9999.9	3	107	-9999.9	24	-9999.9	3	14.2	3
2023 01 25 00	0.8	0.76	5.4	5.2	6.1	1.53	-9999.9	3	105	-9999.9	20	-9999.9	3	14.1	3
2023 01 25 01	0.79	0.76	5.4	5.4	7.1	1.3	-9999.9	3	105	-9999.9	20	-9999.9	3	14.2	3
2023 01 25 02	0.76	0.74	5.1	5.0	6.9	1.13	-9999.9	3	106	-9999.9	20	-9999.9	3	14.1	3
2023 01 25 03	0.77	0.74	4.9	5.0	7.1	1.37	-9999.9	3	104	-9999.9	22	-9999.9	3	14.1	3
2023 01 25 04	0.83	0.8	5.2	5.1	6.7	1.32	-9999.9	3	106	-9999.9	20	-9999.9	3	14.1	3
2023 01 25 05	0.83	0.81	5.0	5.0	8.0	1.25	-9999.9	3	103	-9999.9	23	-9999.9	3	14.1	3
2023 01 25 06	0.95	0.93	5.6	5.1	7.7	1.44	-9999.9	3	108	-9999.9	24	-9999.9	3	14.1	3
2023 01 25 07	1.05	1.03	5.9	5.6	7.1	1.61	-9999.9	3	106	-9999.9	20	-9999.9	3	14.1	3
2023 01 25 08	1.01	0.98	5.9	5.6	7.1	1.62	-9999.9	3	108	-9999.9	22	-9999.9	3	14.0	3
2023 01 25 09	0.95	0.92	5.6	5.3	8.0	1.59	-9999.9	3	109	-9999.9	25	-9999.9	3	14.0	3
2023 01 25 10	0.92	0.88	5.5	5.2	6.9	1.41	-9999.9	3	108	-9999.9	24	-9999.9	3	14.1	3
2023 01 25 11	0.84	0.81	5.6	5.1	8.0	1.29	-9999.9	3	110	-9999.9	25	-9999.9	3	14.1	3
2023 01 25 12	0.85	0.82	5.7	5.6	7.7	1.29	-9999.9	3	108	-9999.9	23	-9999.9	3	14.1	3
2023 01 25 13	0.85	0.82	5.7	5.4	8.3	1.29	-9999.9	3	109	-9999.9	25	-9999.9	3	14.1	3
2023 01 25 14	0.84	0.81	5.6	5.0	8.3	1.14	-9999.9	3	110	-9999.9	26	-9999.9	3	14.1	3
2023 01 25 15	0.91	0.87	6.0	5.1	7.4	1.75	-9999.9	3	110	-9999.9	24	-9999.9	3	14.1	3
2023 01 25 16	0.78	0.76	5.7	5.1	9.1	1.22	-9999.9	3	112	-9999.9	31	-9999.9	3	14.1	3
2023 01 25 17	0.76	0.73	5.3	4.4	8.7	1.09	-9999.9	3	110	-9999.9	31	-9999.9	3	14.0	3
2023 01 25 18	0.71	0.67	5.3	4.3	9.1	1.13	-9999.9	3	112	-9999.9	31	-9999.9	3	14.1	3
2023 01 25 19	0.68	0.66	6.1	5.5	8.7	1.19	-9999.9	3	109	-9999.9	27	-9999.9	3	14.0	3
2023 01 25 20	0.62	0.6	5.7	4.9	8.7	1.06	-9999.9	3	112	-9999.9	30	-9999.9	3	14.0	3
2023 01 25 21	0.67	0.62	4.8	4.2	8.3	0.98	-9999.9	3	117	-9999.9	33	-9999.9	3	14.0	3
2023 01 25 22	0.58	0.56	5.0	4.3	9.1	0.86	-9999.9	3	118	-9999.9	36	-9999.9	3	14.0	3
2023 01 25 23	0.66	0.63	5.5	4.5	8.3	1.07	-9999.9	3	123	-9999.9	32	-9999.9	3	14.0	3
2023 01 26 00	0.67	0.64	5.9	4.8	9.1	1.23	-9999.9	3	114	-9999.9	29	-9999.9	3	14.0	3
2023 01 26 01	0.73	0.7	5.7	4.7	9.5	1.17	-9999.9	3	111	-9999.9	30	-9999.9	3	13.9	3
2023 01 26 02	0.75	0.72	6.2	5.6	9.1	1.13	-9999.9	3	109	-9999.9	26	-9999.9	3	13.9	3
2023 01 26 03	0.81	0.79	6.4	6.4	8.3	1.4	-9999.9	3	109	-9999.9	24	-9999.9	3	13.9	3
2023 01 26 04	0.79	0.76	6.2	5.9	8.7	1.26	-9999.9	3	110	-9999.9	24	-9999.9	3	13.9	3
2023 01 26 05	0.75	0.73	6.0	6.0	8.3	1.24	-9999.9	3	109	-9999.9	25	-9999.9	3	13.9	3
2023 01 26 06	0.69	0.66	6.0	5.9	8.7	1.22	-9999.9	3	113	-9999.9	25	-9999.9	3	13.9	3
2023 01 26 07	0.72	0.7	6.0	5.8	8.0	1.37	-9999.9	3	114	-9999.9	25	-9999.9	3	13.9	3
2023 01 26 08	0.69	0.67	5.6	5.7	6.9	1.18	-9999.9	3	113	-9999.9	26	-9999.9	3	13.9	3
2023 01 26 09	0.61	0.6	5.2	5.2	9.1	1.03	-9999.9	3	113	-9999.9	30	-9999.9	3	13.8	3
2023 01 26 10	0.57	0.56	5.3	5.1	8.7	0.8	-9999.9	3	114	-9999.9	31	-9999.9	3	13.8	3
2023 01 26 11	0.6	0.57	5.4	4.7	7.7	1.03	-9999.9	3	118	-9999.9	29	-9999.9	3	13.9	3
2023 01 26 12	0.53	0.51	5.1	4.5	8.0	0.88	-9999.9	3	122	-9999.9	33	-9999.9	3	13.9	3
2023 01 26 13	0.55	0.53	5.4	4.8	8.7	0.93	-9999.9	3	124	-9999.9	29	-9999.9	3	14.0	3
2023 01 26 14	0.54	0.51	5.6	4.6	8.3	0.9	-9999.9	3	126	-9999.9	30	-9999.9	3	14.0	3
2023 01 26 15	0.51	0.49	5.1	4.7	8.3	0.74	-9999.9	3	126	-9999.9	34	-9999.9	3	14.0	3
2023 01 26 16	0.56	0.53	5.1	4.8	9.1	0.85	-9999.9	3	126	-9999.9	32	-9999.9	3	14.0	3
