Valor nulo: -9999.9															
Fecha (GMT)	Altura Signif. del Oleaje(m)	Altura signif. de cruce por cero(m)	Periodo Medio(s)	Periodo Medio Tm02(s)	Periodo de Pico(s)	Altura Máxima del Oleaje(m)	Periodo de la Ola Maxima(s)	Canal de obtencion de los datos	Direcc. Media de Proced.(0=N,90=E)	Direccion Media en el Pico Espectral(0=N,90=E)	Dispersión angular en toda la banda resuelta(grados)	Dispersión angular en el pico de energía espectral(grados)	Canal de obtencion de los datos	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2023 02 21 19	0.23	0.23	3.6	3.1	4.8	0.37	-9999.9	3	156	-9999.9	31	-9999.9	3	13.4	3
2023 02 21 20	0.22	0.21	3.5	3.2	4.9	0.4	-9999.9	3	154	-9999.9	35	-9999.9	3	13.4	3
2023 02 21 21	0.21	0.21	3.5	3.4	4.8	0.42	-9999.9	3	156	-9999.9	35	-9999.9	3	13.4	3
2023 02 21 22	0.25	0.25	3.6	3.5	4.5	0.4	-9999.9	3	159	-9999.9	28	-9999.9	3	13.3	3
2023 02 21 23	0.24	0.23	3.3	3.2	4.9	0.42	-9999.9	3	159	-9999.9	32	-9999.9	3	13.3	3
2023 02 22 00	0.25	0.24	3.3	3.3	4.5	0.45	-9999.9	3	158	-9999.9	30	-9999.9	3	13.3	3
2023 02 22 01	0.25	0.24	3.3	3.2	5.1	0.4	-9999.9	3	151	-9999.9	34	-9999.9	3	13.3	3
2023 02 22 02	0.26	0.26	3.4	3.3	4.8	0.42	-9999.9	3	148	-9999.9	33	-9999.9	3	13.3	3
2023 02 22 03	0.23	0.22	3.4	3.2	5.1	0.38	-9999.9	3	151	-9999.9	34	-9999.9	3	13.3	3
2023 02 22 04	0.22	0.21	3.5	3.2	4.9	0.45	-9999.9	3	151	-9999.9	33	-9999.9	3	13.3	3
2023 02 22 05	0.23	0.22	3.6	3.5	4.5	0.39	-9999.9	3	147	-9999.9	32	-9999.9	3	13.3	3
2023 02 22 06	0.23	0.23	3.7	3.6	4.5	0.43	-9999.9	3	148	-9999.9	34	-9999.9	3	13.3	3
2023 02 22 07	0.21	0.21	3.6	3.4	4.9	0.36	-9999.9	3	150	-9999.9	36	-9999.9	3	13.3	3
2023 02 22 08	0.22	0.21	3.6	3.4	4.8	0.38	-9999.9	3	147	-9999.9	35	-9999.9	3	13.3	3
2023 02 22 09	0.24	0.23	3.3	3.3	4.7	0.36	-9999.9	3	132	-9999.9	37	-9999.9	3	13.3	3
2023 02 22 10	0.24	0.24	3.3	3.2	4.7	0.44	-9999.9	3	128	-9999.9	35	-9999.9	3	13.4	3
2023 02 22 11	0.25	0.24	3.3	3.3	4.5	0.39	-9999.9	3	131	-9999.9	33	-9999.9	3	13.7	3
2023 02 22 12	0.24	0.23	3.4	3.3	5.1	0.37	-9999.9	3	129	-9999.9	34	-9999.9	3	13.8	3
2023 02 22 13	0.25	0.25	3.5	2.8	5.0	0.48	-9999.9	3	131	-9999.9	37	-9999.9	3	13.8	3
2023 02 22 14	0.28	0.28	3.2	2.9	5.1	0.5	-9999.9	3	127	-9999.9	34	-9999.9	3	13.9	3
2023 02 22 15	0.3	0.29	3.1	2.9	5.3	0.53	-9999.9	3	122	-9999.9	33	-9999.9	3	13.9	3
2023 02 22 16	0.27	0.27	3.0	2.9	3.3	0.47	-9999.9	3	122	-9999.9	35	-9999.9	3	13.9	3
2023 02 22 17	0.3	0.29	3.4	3.3	5.3	0.43	-9999.9	3	124	-9999.9	30	-9999.9	3	13.9	3
2023 02 22 18	0.23	0.22	3.2	3.1	4.3	0.36	-9999.9	3	128	-9999.9	36	-9999.9	3	13.7	3
2023 02 22 19	0.23	0.22	3.2	3.1	4.5	0.37	-9999.9	3	129	-9999.9	37	-9999.9	3	13.6	3
2023 02 22 20	0.23	0.22	3.3	3.2	5.1	0.39	-9999.9	3	128	-9999.9	35	-9999.9	3	13.7	3
2023 02 22 21	0.21	0.21	3.2	3.1	4.9	0.37	-9999.9	3	128	-9999.9	40	-9999.9	3	13.8	3
2023 02 22 22	0.21	0.2	3.3	3.2	4.9	0.33	-9999.9	3	127	-9999.9	36	-9999.9	3	13.7	3
2023 02 22 23	0.22	0.21	3.3	3.3	4.0	0.4	-9999.9	3	121	-9999.9	35	-9999.9	3	13.8	3
2023 02 23 00	0.22	0.21	3.2	3.2	4.8	0.46	-9999.9	3	114	-9999.9	35	-9999.9	3	13.6	3
2023 02 23 01	0.21	0.2	3.1	3.0	3.2	0.36	-9999.9	3	110	-9999.9	34	-9999.9	3	13.6	3
2023 02 23 02	0.22	0.22	2.9	2.9	4.7	0.35	-9999.9	3	106	-9999.9	35	-9999.9	3	13.6	3
2023 02 23 03	0.2	0.19	3.0	3.0	3.3	0.33	-9999.9	3	110	-9999.9	36	-9999.9	3	13.6	3
2023 02 23 04	0.2	0.19	3.0	2.9	3.5	0.32	-9999.9	3	107	-9999.9	36	-9999.9	3	13.6	3
2023 02 23 05	0.19	0.19	3.1	3.0	4.7	0.36	-9999.9	3	109	-9999.9	35	-9999.9	3	13.4	3
2023 02 23 06	0.21	0.2	3.1	3.1	3.5	0.43	-9999.9	3	104	-9999.9	34	-9999.9	3	13.4	3
2023 02 23 07	0.19	0.18	3.0	2.9	3.6	0.33	-9999.9	3	106	-9999.9	37	-9999.9	3	13.2	3
2023 02 23 08	0.18	0.17	3.1	2.7	4.1	0.28	-9999.9	3	112	-9999.9	42	-9999.9	3	13.3	3
2023 02 23 09	0.21	0.2	2.8	2.5	3.7	0.35	-9999.9	3	113	-9999.9	37	-9999.9	3	13.3	3
2023 02 23 10	0.2	0.2	2.5	2.2	3.8	0.34	-9999.9	3	107	-9999.9	36	-9999.9	3	13.4	3
2023 02 23 11	0.2	0.2	2.6	2.3	4.2	0.34	-9999.9	3	112	-9999.9	37	-9999.9	3	13.4	3
2023 02 23 12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.4	3
2023 02 23 13	0.2	0.2	2.3	2.0	1.9	0.32	-9999.9	3	105	-9999.9	37	-9999.9	3	13.5	3
2023 02 23 14	0.24	0.24	2.3	2.1	2.1	0.42	-9999.9	3	128	-9999.9	41	-9999.9	3	13.5	3
2023 02 23 15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 02 23 16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 02 23 17	0.44	0.42	2.6	2.5	2.9	0.84	-9999.9	3	129	-9999.9	40	-9999.9	3	13.5	3
2023 02 23 18	0.38	0.37	2.6	2.5	2.8	0.63	-9999.9	3	121	-9999.9	43	-9999.9	3	13.5	3
2023 02 23 19	0.42	0.4	2.6	2.5	2.6	0.68	-9999.9	3	123	-9999.9	40	-9999.9	3	13.5	3
2023 02 23 20	0.45	0.43	2.7	2.5	3.0	0.69	-9999.9	3	131	-9999.9	40	-9999.9	3	13.5	3
2023 02 23 21	0.47	0.45	2.9	2.8	3.5	0.8	-9999.9	3	140	-9999.9	37	-9999.9	3	13.4	3
2023 02 23 22	0.59	0.58	3.0	3.0	4.1	0.99	-9999.9	3	144	-9999.9	36	-9999.9	3	13.4	3
2023 02 23 23	0.84	0.82	3.5	3.3	4.3	1.47	-9999.9	3	144	-9999.9	32	-9999.9	3	13.4	3
2023 02 24 00	0.82	0.79	3.8	3.8	4.5	1.4	-9999.9	3	149	-9999.9	28	-9999.9	3	13.3	3
2023 02 24 01	0.73	0.7	3.8	3.9	4.7	1.2	-9999.9	3	153	-9999.9	29	-9999.9	3	13.3	3
2023 02 24 02	0.71	0.69	4.1	4.1	5.3	1.17	-9999.9	3	150	-9999.9	28	-9999.9	3	13.3	3
2023 02 24 03	0.66	0.64	4.4	4.4	5.4	1.04	-9999.9	3	151	-9999.9	29	-9999.9	3	13.3	3
2023 02 24 04	0.56	0.55	4.6	4.4	5.3	0.84	-9999.9	3	150	-9999.9	27	-9999.9	3	13.3	3
2023 02 24 05	0.45	0.45	4.5	4.1	5.6	0.73	-9999.9	3	149	-9999.9	32	-9999.9	3	13.3	3
2023 02 24 06	0.39	0.39	4.4	3.9	5.6	0.64	-9999.9	3	150	-9999.9	32	-9999.9	3	13.3	3
2023 02 24 07	0.34	0.35	4.1	3.1	5.4	0.6	-9999.9	3	154	-9999.9	42	-9999.9	3	13.3	3
2023 02 24 08	0.3	0.3	4.1	3.0	5.1	0.59	-9999.9	3	137	-9999.9	44	-9999.9	3	13.3	3
2023 02 24 09	0.28	0.28	4.1	2.6	5.4	0.53	-9999.9	3	127	-9999.9	48	-9999.9	3	13.3	3
2023 02 24 10	0.28	0.28	3.9	3.1	5.3	0.44	-9999.9	3	124	-9999.9	44	-9999.9	3	13.4	3
2023 02 24 11	0.26	0.26	4.1	3.9	5.3	0.39	-9999.9	3	129	-9999.9	40	-9999.9	3	13.5	3
2023 02 24 12	0.24	0.24	3.9	3.8	5.1	0.4	-9999.9	3	131	-9999.9	42	-9999.9	3	13.7	3
2023 02 24 13	0.25	0.25	3.9	3.5	5.1	0.43	-9999.9	3	125	-9999.9	39	-9999.9	3	13.7	3
2023 02 24 14	0.25	0.25	3.7	3.1	4.9	0.43	-9999.9	3	128	-9999.9	40	-9999.9	3	13.8	3
2023 02 24 15	0.25	0.25	3.4	3.2	4.9	0.4	-9999.9	3	130	-9999.9	41	-9999.9	3	13.7	3
2023 02 24 16	0.24	0.24	3.7	3.5	4.9	0.37	-9999.9	3	123	-9999.9	39	-9999.9	3	13.7	3
2023 02 24 17	0.22	0.22	3.6	3.2	5.0	0.39	-9999.9	3	127	-9999.9	45	-9999.9	3	13.6	3
2023 02 24 18	0.22	0.21	3.6	3.3	5.0	0.41	-9999.9	3	142	-9999.9	42	-9999.9	3	13.5	3
2023 02 24 19	0.21	0.2	3.6	3.4	5.1	0.3	-9999.9	3	135	-9999.9	42	-9999.9	3	13.4	3
2023 02 24 20	0.17	0.17	3.4	3.1	5.1	0.26	-9999.9	3	140	-9999.9	49	-9999.9	3	13.4	3
2023 02 24 21	0.17	0.17	3.2	3.0	4.9	0.25	-9999.9	3	135	-9999.9	49	-9999.9	3	13.4	3
2023 02 24 22	0.17	0.17	4.0	3.6	4.8	0.3	-9999.9	3	143	-9999.9	41	-9999.9	3	13.3	3
2023 02 24 23	0.19	0.19	4.3	4.1	4.9	0.28	-9999.9	3	139	-9999.9	42	-9999.9	3	13.2	3
2023 02 25 00	0.21	0.2	3.8	3.7	5.1	0.33	-9999.9	3	139	-9999.9	39	-9999.9	3	12.9	3
2023 02 25 01	0.21	0.2	3.8	3.5	5.1	0.34	-9999.9	3	139	-9999.9	41	-9999.9	3	13.1	3
2023 02 25 02	0.22	0.21	4.0	3.6	5.7	0.37	-9999.9	3	135	-9999.9	40	-9999.9	3	13.2	3
2023 02 25 03	0.21	0.2	4.2	4.1	5.6	0.34	-9999.9	3	131	-9999.9	40	-9999.9	3	13.1	3
2023 02 25 04	0.22	0.22	4.5	4.6	6.1	0.36	-9999.9	3	123	-9999.9	45	-9999.9	3	13.2	3
2023 02 25 05	0.26	0.26	4.8	4.5	6.2	0.53	-9999.9	3	117	-9999.9	38	-9999.9	3	13.2	3
2023 02 25 06	0.27	0.26	4.6	4.6	5.1	0.44	-9999.9	3	112	-9999.9	37	-9999.9	3	13.2	3
2023 02 25 07	0.32	0.31	4.4	4.3	6.7	0.58	-9999.9	3	108	-9999.9	35	-9999.9	3	13.1	3
2023 02 25 08	0.33	0.32	4.5	4.3	7.1	0.54	-9999.9	3	108	-9999.9	33	-9999.9	3	13.1	3
2023 02 25 09	0.36	0.35	4.9	5.1	6.7	0.65	-9999.9	3	113	-9999.9	32	-9999.9	3	13.1	3
2023 02 25 10	0.4	0.39	5.1	5.1	6.7	0.61	-9999.9	3	114	-9999.9	30	-9999.9	3	13.2	3
2023 02 25 11	0.44	0.43	5.1	4.9	7.1	0.67	-9999.9	3	114	-9999.9	29	-9999.9	3	13.2	3
2023 02 25 12	0.42	0.41	5.0	4.6	6.7	0.72	-9999.9	3	119	-9999.9	30	-9999.9	3	13.3	3
2023 02 25 13	0.41	0.4	4.9	4.3	6.1	0.73	-9999.9	3	117	-9999.9	29	-9999.9	3	13.4	3
2023 02 25 14	0.4	0.39	4.8	4.4	6.7	0.69	-9999.9	3	118	-9999.9	25	-9999.9	3	13.5	3
2023 02 25 15	0.35	0.35	4.5	3.6	6.2	0.58	-9999.9	3	120	-9999.9	33	-9999.9	3	13.7	3
2023 02 25 16	0.33	0.33	5.0	4.0	6.1	0.5	-9999.9	3	119	-9999.9	30	-9999.9	3	13.6	3
2023 02 25 17	0.28	0.28	4.9	4.3	6.5	0.44	-9999.9	3	114	-9999.9	32	-9999.9	3	13.6	3
2023 02 25 18	0.28	0.28	4.9	3.9	6.1	0.46	-9999.9	3	112	-9999.9	34	-9999.9	3	13.5	3
2023 02 25 19	0.27	0.28	5.1	4.4	6.5	0.43	-9999.9	3	118	-9999.9	33	-9999.9	3	13.4	3
2023 02 25 20	0.26	0.26	4.7	4.4	6.1	0.42	-9999.9	3	122	-9999.9	36	-9999.9	3	13.3	3
2023 02 25 21	0.36	0.34	3.6	3.4	6.1	0.57	-9999.9	3	164	-9999.9	34	-9999.9	3	13.3	3
2023 02 25 22	0.44	0.43	3.4	3.3	3.5	0.69	-9999.9	3	183	-9999.9	38	-9999.9	3	13.2	3
2023 02 25 23	0.4	0.39	3.5	3.3	3.6	0.65	-9999.9	3	173	-9999.9	36	-9999.9	3	13.2	3
2023 02 26 00	0.35	0.34	3.5	3.3	3.3	0.58	-9999.9	3	172	-9999.9	38	-9999.9	3	13.2	3
2023 02 26 01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.2	3
2023 02 26 02	0.26	0.25	4.0	3.7	5.6	0.45	-9999.9	3	137	-9999.9	37	-9999.9	3	13.2	3
2023 02 26 03	0.25	0.24	4.6	4.1	9.1	0.37	-9999.9	3	132	-9999.9	36	-9999.9	3	13.2	3
2023 02 26 04	0.24	0.23	4.8	3.6	8.7	0.4	-9999.9	3	133	-9999.9	39	-9999.9	3	13.2	3
2023 02 26 05	0.23	0.22	4.9	4.1	6.2	0.41	-9999.9	3	129	-9999.9	41	-9999.9	3	13.2	3
2023 02 26 06	0.22	0.21	5.1	4.3	7.7	0.34	-9999.9	3	135	-9999.9	39	-9999.9	3	13.2	3
2023 02 26 07	0.26	0.25	5.1	3.3	7.4	0.5	-9999.9	3	135	-9999.9	38	-9999.9	3	13.2	3
2023 02 26 08	0.29	0.28	5.1	3.4	9.1	0.48	-9999.9	3	136	-9999.9	39	-9999.9	3	13.2	3
2023 02 26 09	0.31	0.3	5.1	4.8	9.1	0.44	-9999.9	3	138	-9999.9	34	-9999.9	3	13.2	3
2023 02 26 10	0.31	0.29	5.1	3.8	9.5	0.65	-9999.9	3	151	-9999.9	38	-9999.9	3	13.2	3
2023 02 26 11	0.38	0.37	4.1	3.2	25.0	0.69	-9999.9	3	173	-9999.9	42	-9999.9	3	13.2	3
2023 02 26 12	0.4	0.36	4.5	3.1	8.3	0.81	-9999.9	3	179	-9999.9	41	-9999.9	3	13.3	3
2023 02 26 13	0.49	0.44	3.8	3.1	8.3	0.88	-9999.9	3	198	-9999.9	39	-9999.9	3	13.3	3
2023 02 26 14	0.54	0.48	3.5	3.1	7.4	0.87	-9999.9	3	203	-9999.9	38	-9999.9	3	13.3	3
2023 02 26 15	0.56	0.5	3.7	3.4	7.7	0.93	-9999.9	3	199	-9999.9	37	-9999.9	3	13.3	3
2023 02 26 16	0.55	0.5	4.1	3.5	8.0	0.84	-9999.9	3	192	-9999.9	35	-9999.9	3	13.3	3
2023 02 26 17	0.49	0.45	4.8	3.7	6.7	0.82	-9999.9	3	183	-9999.9	34	-9999.9	3	13.2	3
2023 02 26 18	0.42	0.41	4.9	4.2	9.1	0.61	-9999.9	3	181	-9999.9	38	-9999.9	3	13.2	3
2023 02 26 19	0.44	0.43	5.0	3.7	8.0	0.75	-9999.9	3	178	-9999.9	38	-9999.9	3	13.2	3
2023 02 26 20	0.43	0.41	4.2	3.4	8.7	0.85	-9999.9	3	190	-9999.9	40	-9999.9	3	13.2	3
2023 02 26 21	0.44	0.41	4.3	3.1	8.3	0.82	-9999.9	3	178	-9999.9	40	-9999.9	3	13.2	3
2023 02 26 22	0.46	0.45	4.2	3.6	8.0	0.76	-9999.9	3	162	-9999.9	46	-9999.9	3	13.2	3
2023 02 26 23	0.48	0.45	4.6	3.8	6.9	0.81	-9999.9	3	135	-9999.9	42	-9999.9	3	13.2	3
2023 02 27 00	0.62	0.6	4.7	4.6	5.1	1.23	-9999.9	3	103	-9999.9	33	-9999.9	3	13.2	3
2023 02 27 01	0.72	0.68	4.7	4.6	5.4	1.21	-9999.9	3	104	-9999.9	27	-9999.9	3	13.1	3
2023 02 27 02	0.98	0.94	4.6	4.6	5.3	1.43	-9999.9	3	112	-9999.9	24	-9999.9	3	13.1	3
2023 02 27 03	0.94	0.89	4.6	4.4	5.7	1.49	-9999.9	3	114	-9999.9	29	-9999.9	3	13.1	3
2023 02 27 04	0.96	0.91	4.9	4.4	5.7	1.53	-9999.9	3	117	-9999.9	29	-9999.9	3	13.1	3
2023 02 27 05	0.84	0.83	5.0	4.7	5.4	1.59	-9999.9	3	113	-9999.9	32	-9999.9	3	13.1	3
2023 02 27 06	0.85	0.81	5.3	5.0	10.5	1.34	-9999.9	3	117	-9999.9	32	-9999.9	3	13.1	3
2023 02 27 07	0.85	0.79	5.3	5.1	10.0	1.38	-9999.9	3	117	-9999.9	28	-9999.9	3	13.1	3
2023 02 27 08	0.84	0.81	5.8	6.0	11.1	1.38	-9999.9	3	122	-9999.9	26	-9999.9	3	13.1	3
2023 02 27 09	0.82	0.79	6.0	5.5	10.0	1.32	-9999.9	3	124	-9999.9	27	-9999.9	3	13.1	3
2023 02 27 10	0.85	0.83	6.6	6.5	10.0	1.31	-9999.9	3	120	-9999.9	26	-9999.9	3	13.1	3
2023 02 27 11	0.81	0.77	6.5	6.6	9.1	1.44	-9999.9	3	119	-9999.9	26	-9999.9	3	13.1	3
2023 02 27 12	0.82	0.77	6.4	5.7	9.5	1.47	-9999.9	3	121	-9999.9	26	-9999.9	3	13.2	3
2023 02 27 13	0.78	0.75	6.1	5.8	11.1	1.37	-9999.9	3	121	-9999.9	26	-9999.9	3	13.2	3
2023 02 27 14	0.7	0.69	6.2	5.5	10.5	1.14	-9999.9	3	126	-9999.9	26	-9999.9	3	13.2	3
2023 02 27 15	0.71	0.68	6.5	6.5	9.5	1.03	-9999.9	3	123	-9999.9	25	-9999.9	3	13.2	3
2023 02 27 16	0.76	0.74	6.7	5.8	9.5	1.16	-9999.9	3	120	-9999.9	25	-9999.9	3	13.1	3
2023 02 27 17	0.73	0.7	6.8	6.0	10.5	1.2	-9999.9	3	125	-9999.9	26	-9999.9	3	13.1	3
2023 02 27 18	0.68	0.65	6.3	5.2	10.5	1.33	-9999.9	3	118	-9999.9	28	-9999.9	3	13.1	3
2023 02 27 19	0.62	0.6	6.6	6.5	10.5	1.15	-9999.9	3	122	-9999.9	30	-9999.9	3	13.1	3
2023 02 27 20	0.66	0.63	6.6	5.7	10.0	0.95	-9999.9	3	115	-9999.9	30	-9999.9	3	13.1	3
2023 02 27 21	0.64	0.6	5.7	4.4	10.0	1.15	-9999.9	3	114	-9999.9	34	-9999.9	3	13.1	3
2023 02 27 22	0.62	0.55	4.2	3.6	9.5	0.95	-9999.9	3	111	-9999.9	39	-9999.9	3	13.0	3
2023 02 27 23	0.68	0.59	4.0	3.8	9.1	1.04	-9999.9	3	109	-9999.9	42	-9999.9	3	13.0	3
2023 02 28 00	0.67	0.57	4.2	3.9	11.8	1.01	-9999.9	3	124	-9999.9	38	-9999.9	3	13.0	3
2023 02 28 01	0.7	0.61	4.0	3.9	11.1	1.24	-9999.9	3	112	-9999.9	39	-9999.9	3	13.0	3
2023 02 28 02	0.69	0.59	4.9	4.1	10.5	1.11	-9999.9	3	115	-9999.9	38	-9999.9	3	13.0	3
2023 02 28 03	0.76	0.66	4.3	4.0	11.1	1.39	-9999.9	3	114	-9999.9	35	-9999.9	3	13.0	3
2023 02 28 04	0.79	0.69	4.5	4.2	10.0	1.29	-9999.9	3	112	-9999.9	37	-9999.9	3	13.0	3
2023 02 28 05	0.75	0.69	5.4	4.7	10.0	1.06	-9999.9	3	116	-9999.9	35	-9999.9	3	12.9	3
2023 02 28 06	0.8	0.72	5.1	4.5	11.1	1.3	-9999.9	3	115	-9999.9	36	-9999.9	3	12.9	3
2023 02 28 07	0.78	0.7	5.3	4.5	10.0	1.43	-9999.9	3	117	-9999.9	36	-9999.9	3	12.9	3
2023 02 28 08	1.0	0.94	5.5	5.6	11.8	1.88	-9999.9	3	118	-9999.9	33	-9999.9	3	12.9	3
2023 02 28 09	0.88	0.83	5.4	5.0	11.8	1.47	-9999.9	3	116	-9999.9	34	-9999.9	3	12.9	3
2023 02 28 10	0.95	0.84	5.9	4.8	11.8	1.66	-9999.9	3	118	-9999.9	35	-9999.9	3	12.9	3
2023 02 28 11	0.98	0.91	6.1	5.4	10.0	1.7	-9999.9	3	113	-9999.9	34	-9999.9	3	12.9	3
2023 02 28 12	1.11	1.02	6.2	5.6	11.1	1.79	-9999.9	3	117	-9999.9	31	-9999.9	3	12.9	3
2023 02 28 13	1.14	1.04	6.3	5.2	11.8	1.76	-9999.9	3	119	-9999.9	29	-9999.9	3	12.9	3
2023 02 28 14	1.14	1.1	6.0	5.9	11.8	2.03	-9999.9	3	115	-9999.9	29	-9999.9	3	12.9	3
2023 02 28 15	1.17	1.13	5.9	5.8	9.5	2.04	-9999.9	3	118	-9999.9	31	-9999.9	3	12.9	3
2023 02 28 16	1.08	1.01	5.7	5.4	11.8	1.59	-9999.9	3	124	-9999.9	32	-9999.9	3	12.9	3
2023 02 28 17	1.1	1.05	6.3	5.8	10.0	1.97	-9999.9	3	116	-9999.9	31	-9999.9	3	12.9	3
2023 02 28 18	0.93	0.9	6.2	5.6	11.1	1.85	-9999.9	3	125	-9999.9	34	-9999.9	3	12.8	3
2023 02 28 19	1.04	0.97	6.4	5.5	11.8	1.61	-9999.9	3	121	-9999.9	32	-9999.9	3	12.8	3
2023 02 28 20	1.05	0.96	5.6	5.2	10.0	2.13	-9999.9	3	117	-9999.9	29	-9999.9	3	12.8	3
2023 02 28 21	0.92	0.82	5.0	4.4	10.0	1.83	-9999.9	3	117	-9999.9	37	-9999.9	3	12.8	3
2023 02 28 22	0.93	0.86	5.2	4.9	11.1	1.43	-9999.9	3	119	-9999.9	34	-9999.9	3	12.8	3
2023 02 28 23	0.85	0.79	5.6	4.9	10.0	1.32	-9999.9	3	118	-9999.9	33	-9999.9	3	12.7	3
